id,name,type,molecular_formula,description,exact_mass,h_bond_acceptor_count,h_bond_donor_count,heavy_atom_count,logp,ring_count,rotatable_bond_count,topological_polar_surface_area,canonical_smiles,inchi,inchi_key,iupac_name,exact_mass_source,h_bond_acceptor_count_source,h_bond_donor_count_source,heavy_atom_count_source,logp_source,ring_count_source,rotatable_bond_count_source,topological_polar_surface_area_source,ref_id,pubchem_id,chembl_id,covalent_type
4342,1080291,heterodimerization-nondegrader,C18H25Cl2N3O2,"Aniline analogue ​​84​​ replaces the ether in ​​27​​ with an aniline group, shifting the conformation outward to form water-mediated H-bonds with ERα’s C-terminus. This reorientation confers selectivity for ERα (FA EC50 = 55 μM) over C-RAF (EC50 > 150 μM). The p-Cl group maintains a halogen bond with Lys122, crucial for stability. Crystallography confirms steric clash with C-RAF.",385.1323824,3,2,25,3.1241,2,6,61.44,CC(C)(Nc1ccc(Cl)cc1)C(=O)N2CCC(CNC(=O)CCl)CC2,"InChI=1S/C18H25Cl2N3O2/c1-18(2,22-15-5-3-14(20)4-6-15)17(25)23-9-7-13(8-10-23)12-21-16(24)11-19/h3-6,13,22H,7-12H2,1-2H3,(H,21,24)",MPRXAOMYVJCMOL-UHFFFAOYSA-N,2-chloro-N-[[1-[2-(4-chloroanilino)-2-methylpropanoyl]piperidin-4-yl]methyl]acetamide,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,184,168654864,,covalent
4343,1080268,heterodimerization-nondegrader,C18H26ClN3O2,"Aniline analogue ​​85​​ lacks the p-Cl substituent of ​​84​​, resulting in loss of stabilization (FA EC50 > 150 μM). The absence of the halogen bond with Lys122 disrupts key interactions, as seen in crystallographic overlays. This underscores the magic chloro effect in maintaining optimal distance (3.5 Å) for molecular glue efficacy.",351.1713548,3,2,24,2.4707,2,6,61.44,CC(C)(Nc1ccccc1)C(=O)N2CCC(CNC(=O)CCl)CC2,"InChI=1S/C18H26ClN3O2/c1-18(2,21-15-6-4-3-5-7-15)17(24)22-10-8-14(9-11-22)13-20-16(23)12-19/h3-7,14,21H,8-13H2,1-2H3,(H,20,23)",WCADFXCJTLAGNP-UHFFFAOYSA-N,N-[[1-(2-anilino-2-methylpropanoyl)piperidin-4-yl]methyl]-2-chloroacetamide,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,184,168654848,,covalent
4344,1074378,heterodimerization-nondegrader,C18H22Cl2N2O3,"Cyclopropyl ether ​​93​​ shows weak stabilization for ERα (FA EC50 ~68 μM) and no activity for C-RAF. The small ring size fails to enhance hydrophobic contacts with Val595 or the 14-3-3σ pocket, limiting cooperativity. MS time-course data indicate slow binding kinetics, reflecting suboptimal fit within the composite interface.",384.1007479,3,1,25,2.845,3,6,58.64,O=C(CCl)NCC3CCN(C(=O)C2(Oc1ccc(Cl)cc1)CC2)CC3,"InChI=1S/C18H22Cl2N2O3/c19-11-16(23)21-12-13-5-9-22(10-6-13)17(24)18(7-8-18)25-15-3-1-14(20)2-4-15/h1-4,13H,5-12H2,(H,21,23)",QXDWNDTZFISQJX-UHFFFAOYSA-N,2-chloro-N-[[1-[1-(4-chlorophenoxy)cyclopropanecarbonyl]piperidin-4-yl]methyl]acetamide,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,184,168654871,,covalent
4345,1076406,heterodimerization-nondegrader,C18H23Cl2N3O2,"Cyclopropyl aniline ​​97​​ exhibits reduced potency (FA EC50 = 15 μM for ERα) compared to larger ring analogues. The cyclopropyl group’s limited hydrophobic surface provides insufficient interactions with Leu218/Ile219 of 14-3-3σ, as confirmed by crystallography. Its moderate selectivity for ERα over C-RAF stems from conformational restrictions.",383.1167323,3,2,25,2.8781,3,6,61.44,O=C(CCl)NCC3CCN(C(=O)C2(Nc1ccc(Cl)cc1)CC2)CC3,"InChI=1S/C18H23Cl2N3O2/c19-11-16(24)21-12-13-5-9-23(10-6-13)17(25)18(7-8-18)22-15-3-1-14(20)2-4-15/h1-4,13,22H,5-12H2,(H,21,24)",DHBSEKKUOIXZLH-UHFFFAOYSA-N,2-chloro-N-[[1-[1-(4-chloroanilino)cyclopropanecarbonyl]piperidin-4-yl]methyl]acetamide,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,184,168654867,,covalent
4346,1080269,heterodimerization-nondegrader,C19H26ClN3O2,"Compound ​​98​​ is inactive in FA assays due to the absence of the p-Cl group, which disrupts the critical halogen bond with Lys122. MS data show negligible binding, emphasizing the role of electronic effects in stabilizing the ternary complex. This analogue validates the indispensability of the chloro substituent.",363.1713548,3,2,25,2.6148,3,6,61.44,O=C(CCl)NCC3CCN(C(=O)C2(Nc1ccccc1)CCC2)CC3,"InChI=1S/C19H26ClN3O2/c20-13-17(24)21-14-15-7-11-23(12-8-15)18(25)19(9-4-10-19)22-16-5-2-1-3-6-16/h1-3,5-6,15,22H,4,7-14H2,(H,21,24)",FTHNPKJZIJMFGT-UHFFFAOYSA-N,N-[[1-(1-anilinocyclobutanecarbonyl)piperidin-4-yl]methyl]-2-chloroacetamide,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,184,168654872,,covalent
4347,1075297,heterodimerization-nondegrader,C20H26Cl2N2O3,"Cyclopentyl ether ​​117​​ enhances ERα stabilization (FA EC50 = 15 μM) through hydrophobic contacts with Leu218/Ile219 of 14-3-3σ. It retains moderate C-RAF activity (EC50 = 32 μM), indicating tolerance for larger aliphatic groups. Crystallography reveals a conformation that allows C-RAF to wrap around the compound, explaining its dual-stabilizer profile.",412.1320481,3,1,27,3.6252,3,6,58.64,O=C(CCl)NCC3CCN(C(=O)C2(Oc1ccc(Cl)cc1)CCCC2)CC3,"InChI=1S/C20H26Cl2N2O3/c21-13-18(25)23-14-15-7-11-24(12-8-15)19(26)20(9-1-2-10-20)27-17-5-3-16(22)4-6-17/h3-6,15H,1-2,7-14H2,(H,23,25)",ZLBLVMWFLKBHSC-UHFFFAOYSA-N,2-chloro-N-[[1-[1-(4-chlorophenoxy)cyclopentanecarbonyl]piperidin-4-yl]methyl]acetamide,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,184,168654880,,covalent
4348,1075306,heterodimerization-nondegrader,C20H27Cl2N3O2,"Cyclopentyl aniline ​​118​​ achieves >30-fold selectivity for ERα (FA EC50 = 5 μM) over C-RAF (EC50 > 150 μM). The aniline group forms water-mediated H-bonds with ERα’s C-terminus, while the cyclopentyl moiety engages 14-3-3σ’s hydrophobic pocket. Steric clash with C-RAF, visualized in crystal structures, underpins its selectivity.",411.1480325,3,2,27,3.6583,3,6,61.44,O=C(CCl)NCC3CCN(C(=O)C2(Nc1ccc(Cl)cc1)CCCC2)CC3,"InChI=1S/C20H27Cl2N3O2/c21-13-18(26)23-14-15-7-11-25(12-8-15)19(27)20(9-1-2-10-20)24-17-5-3-16(22)4-6-17/h3-6,15,24H,1-2,7-14H2,(H,23,26)",NJCJNBJGRFJESB-UHFFFAOYSA-N,2-chloro-N-[[1-[1-(4-chloroanilino)cyclopentanecarbonyl]piperidin-4-yl]methyl]acetamide,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,184,168654879,,covalent
4349,1075300,heterodimerization-nondegrader,C20H27ClN2O3,"Cyclohexyl ether ​​119​​ displays weaker ERα stabilization (FA EC50 = 24 μM) and retains C-RAF activity (EC50 = 18 μM). The larger ring size increases flexibility but reduces shape complementarity with the ERα interface. MS kinetics indicate slower binding, suggesting suboptimal positioning for cooperative effects.",378.1710204,3,1,26,2.9718,3,6,58.64,O=C(CCl)NCC3CCN(C(=O)C2(Oc1ccccc1)CCCC2)CC3,"InChI=1S/C20H27ClN2O3/c21-14-18(24)22-15-16-8-12-23(13-9-16)19(25)20(10-4-5-11-20)26-17-6-2-1-3-7-17/h1-3,6-7,16H,4-5,8-15H2,(H,22,24)",NZWJTMJACDAPAL-UHFFFAOYSA-N,2-chloro-N-[[1-(1-phenoxycyclopentanecarbonyl)piperidin-4-yl]methyl]acetamide,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,184,168477805,,covalent
4350,1080271,heterodimerization-nondegrader,C20H28ClN3O2,"Compound ​​120​​ is inactive in both MS and FA assays, attributed to steric bulk or improper orientation. Its inability to form key interactions (e.g., halogen bond with Lys122) highlights the sensitivity of the binding pocket to substituent size and polarity.",377.1870048,3,2,26,3.0049,3,6,61.44,O=C(CCl)NCC3CCN(C(=O)C2(Nc1ccccc1)CCCC2)CC3,"InChI=1S/C20H28ClN3O2/c21-14-18(25)22-15-16-8-12-24(13-9-16)19(26)20(10-4-5-11-20)23-17-6-2-1-3-7-17/h1-3,6-7,16,23H,4-5,8-15H2,(H,22,25)",NEXAKQGLFUMSNP-UHFFFAOYSA-N,N-[[1-(1-anilinocyclopentanecarbonyl)piperidin-4-yl]methyl]-2-chloroacetamide,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,184,172327566,,covalent
4351,1080272,heterodimerization-nondegrader,C21H30ClN3O2,"Analog ​​121​​ shows no stabilization in FA assays, likely due to disrupted halogen bonding or conformational strain. MS data confirm minimal covalent modification, emphasizing the precision required for productive warhead positioning near Cys38.",391.2026549,3,2,27,3.395,3,6,61.44,O=C(CCl)NCC3CCN(C(=O)C2(Nc1ccccc1)CCCCC2)CC3,"InChI=1S/C21H30ClN3O2/c22-15-19(26)23-16-17-9-13-25(14-10-17)20(27)21(11-5-2-6-12-21)24-18-7-3-1-4-8-18/h1,3-4,7-8,17,24H,2,5-6,9-16H2,(H,23,26)",CKBVDXPFDFIXMY-UHFFFAOYSA-N,N-[[1-(1-anilinocyclohexanecarbonyl)piperidin-4-yl]methyl]-2-chloroacetamide,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,184,168654853,,covalent
4352,1080273,heterodimerization-nondegrader,C21H28Cl2N2O3,"Gem-difluoro cyclohexyl analogue ​​122​​ exhibits moderate ERα stabilization (FA EC50 = 55 μM) but no C-RAF activity. Fluorine atoms may alter electron density or hydration, reducing hydrophobic interactions. Its selectivity stems from steric incompatibility with C-RAF’s binding groove.",426.1476981,3,1,28,4.0153,3,6,58.64,O=C(CCl)NCC3CCN(C(=O)C2(Oc1ccc(Cl)cc1)CCCCC2)CC3,"InChI=1S/C21H28Cl2N2O3/c22-14-19(26)24-15-16-8-12-25(13-9-16)20(27)21(10-2-1-3-11-21)28-18-6-4-17(23)5-7-18/h4-7,16H,1-3,8-15H2,(H,24,26)",DPPVFRFCFQIPRQ-UHFFFAOYSA-N,2-chloro-N-[[1-[1-(4-chlorophenoxy)cyclohexanecarbonyl]piperidin-4-yl]methyl]acetamide,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,184,168654870,,covalent
4353,1076403,heterodimerization-nondegrader,C21H29Cl2N3O2,"Piperidine analogue ​​123​​ demonstrates potent ERα stabilization (FA EC50 = 8 μM) and weak C-RAF activity (EC50 = 59 μM). The nitrogen atom enables additional H-bonds with Asp215 of 14-3-3σ, enhancing cooperativity. MS shows rapid binding kinetics, supporting its optimized fit within the interface.",425.1636825,3,2,28,4.0484,3,6,61.44,O=C(CCl)NCC3CCN(C(=O)C2(Nc1ccc(Cl)cc1)CCCCC2)CC3,"InChI=1S/C21H29Cl2N3O2/c22-14-19(27)24-15-16-8-12-26(13-9-16)20(28)21(10-2-1-3-11-21)25-18-6-4-17(23)5-7-18/h4-7,16,25H,1-3,8-15H2,(H,24,27)",PDZPTDPSCMOCGP-UHFFFAOYSA-N,2-chloro-N-[[1-[1-(4-chloroanilino)cyclohexanecarbonyl]piperidin-4-yl]methyl]acetamide,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,184,168654851,,covalent
4354,1075299,heterodimerization-nondegrader,C21H26Cl2F2N2O3,"Tetrahydropyran ether ​​124​​ achieves selective ERα stabilization (FA EC50 = 18 μM; no C-RAF activity). The oxygen atom participates in water-mediated H-bonds, while the ring size complements the hydrophobic pocket. Crystallography confirms an outward conformation that avoids steric hindrance with ERα.",462.1288545,3,1,30,4.2605,3,6,58.64,O=C(CCl)NCC3CCN(C(=O)C2(Oc1ccc(Cl)cc1)CCC(F)(F)CC2)CC3,"InChI=1S/C21H26Cl2F2N2O3/c22-13-18(28)26-14-15-5-11-27(12-6-15)19(29)20(7-9-21(24,25)10-8-20)30-17-3-1-16(23)2-4-17/h1-4,15H,5-14H2,(H,26,28)",QAGCXBDXMLEBAL-UHFFFAOYSA-N,"2-chloro-N-[[1-[1-(4-chlorophenoxy)-4,4-difluorocyclohexanecarbonyl]piperidin-4-yl]methyl]acetamide",Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,184,168654877,,covalent
4355,1075311,heterodimerization-nondegrader,C21H27Cl2F2N3O2,"Amino-cyclohexyl analogue ​​125​​ shows strong ERα stabilization (FA EC50 = 12 μM) and selectivity over C-RAF. The basic nitrogen forms salt bridges with acidic residues in 14-3-3σ, increasing binding affinity. Its pharmacokinetic profile may be influenced by the charged group.",461.1448389,3,2,30,4.2936,3,6,61.44,O=C(CCl)NCC3CCN(C(=O)C2(Nc1ccc(Cl)cc1)CCC(F)(F)CC2)CC3,"InChI=1S/C21H27Cl2F2N3O2/c22-13-18(29)26-14-15-5-11-28(12-6-15)19(30)20(7-9-21(24,25)10-8-20)27-17-3-1-16(23)2-4-17/h1-4,15,27H,5-14H2,(H,26,29)",AOPFDRODIHTGFS-UHFFFAOYSA-N,"2-chloro-N-[[1-[1-(4-chloroanilino)-4,4-difluorocyclohexanecarbonyl]piperidin-4-yl]methyl]acetamide",Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,184,168654850,,covalent
4356,1075305,heterodimerization-nondegrader,C20H26Cl2N2O4,"Compound ​​126​​ exhibits weak ERα stabilization (FA EC50= 9 μM) and no C-RAF activity. The truncated linker limits interactions with Asn42 of 14-3-3σ, reducing cooperativity. MS data indicate slow covalent modification, reflecting suboptimal warhead accessibility.",428.1269627,4,1,28,2.8616,3,6,67.87,O=C(CCl)NCC3CCN(C(=O)C2(Oc1ccc(Cl)cc1)CCOCC2)CC3,"InChI=1S/C20H26Cl2N2O4/c21-13-18(25)23-14-15-5-9-24(10-6-15)19(26)20(7-11-27-12-8-20)28-17-3-1-16(22)2-4-17/h1-4,15H,5-14H2,(H,23,25)",BBKOLFVAMCDXBL-UHFFFAOYSA-N,2-chloro-N-[[1-[4-(4-chlorophenoxy)oxane-4-carbonyl]piperidin-4-yl]methyl]acetamide,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,184,168654878,,covalent
4357,1075310,heterodimerization-nondegrader,C20H27Cl2N3O3,"Tetrahydropyran aniline ​​127​​ is a potent ERα stabilizer (FA EC50 = 2 μM) with >75-fold selectivity over C-RAF. The aniline group forms H-bonds with ERα’s C-terminus, while the p-Cl maintains a halogen bond with Lys122.",427.1429471,4,2,28,2.8947,3,6,70.67,O=C(CCl)NCC3CCN(C(=O)C2(Nc1ccc(Cl)cc1)CCOCC2)CC3,"InChI=1S/C20H27Cl2N3O3/c21-13-18(26)23-14-15-5-9-25(10-6-15)19(27)20(7-11-28-12-8-20)24-17-3-1-16(22)2-4-17/h1-4,15,24H,5-14H2,(H,23,26)",HNNWDZMOTDNJQF-UHFFFAOYSA-N,2-chloro-N-[[1-[4-(4-chloroanilino)oxane-4-carbonyl]piperidin-4-yl]methyl]acetamide,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,184,168654852,,covalent
4358,1076397,heterodimerization-nondegrader,C20H27Cl2N3O3,"Analog ​​129​​ shows moderate ERα stabilization (FA EC50 = 30 μM) but no C-RAF activity. The ether linkage and ring system provide balanced hydrophobicity, though reduced potency compared to aniline derivatives suggests the importance of H-bond donors for optimal cooperativity.",427.1429471,4,2,28,2.4346,3,6,70.67,O=C(CCl)NCC3CCN(C(=O)C2(Oc1ccc(Cl)cc1)CCNCC2)CC3,"InChI=1S/C20H27Cl2N3O3/c21-13-18(26)24-14-15-5-11-25(12-6-15)19(27)20(7-9-23-10-8-20)28-17-3-1-16(22)2-4-17/h1-4,15,23H,5-14H2,(H,24,26)",XLXIHGVMOSYPHT-UHFFFAOYSA-N,2-chloro-N-[[1-[4-(4-chlorophenoxy)piperidine-4-carbonyl]piperidin-4-yl]methyl]acetamide,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,184,168654849,,covalent
4359,1075481,heterodimerization-nondegrader,C20H28Cl2N4O2,"Piperidine aniline ​​131​​ achieves potent ERα stabilization (FA EC50 = 2 μM) and selectivity over C-RAF. The aniline’s orientation enables H-bonds with ERα, while the piperidine nitrogen enhances 14-3-3σ interactions. Protein titrations reveal 30-fold complex stabilization.",426.1589315,4,3,28,2.4677,3,6,73.47,O=C(CCl)NCC3CCN(C(=O)C2(Nc1ccc(Cl)cc1)CCNCC2)CC3,"InChI=1S/C20H28Cl2N4O2/c21-13-18(27)24-14-15-5-11-26(12-6-15)19(28)20(7-9-23-10-8-20)25-17-3-1-16(22)2-4-17/h1-4,15,23,25H,5-14H2,(H,24,27)",ZJJWUWSMGRXJIN-UHFFFAOYSA-N,2-chloro-N-[[1-[4-(4-chloroanilino)piperidine-4-carbonyl]piperidin-4-yl]methyl]acetamide,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,184,168654873,,covalent
4360,1076398,heterodimerization-nondegrader,C20H29ClN4O2,"Compound ​​133​​ exhibits weak activity (FA EC50 = 115 μM), likely due to steric bulk disrupting the binding pose. MS kinetics show slow covalent modification, indicating poor accessibility to Cys38 or the peptide interface.",392.1979038,4,3,27,1.8143,3,6,73.47,O=C(CCl)NCC3CCN(C(=O)C2(Nc1ccccc1)CCNCC2)CC3,"InChI=1S/C20H29ClN4O2/c21-14-18(26)23-15-16-6-12-25(13-7-16)19(27)20(8-10-22-11-9-20)24-17-4-2-1-3-5-17/h1-5,16,22,24H,6-15H2,(H,23,26)",XANXFUXIXRLBSI-UHFFFAOYSA-N,N-[[1-(4-anilinopiperidine-4-carbonyl)piperidin-4-yl]methyl]-2-chloroacetamide,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,184,168654869,,covalent
4361,1076402,heterodimerization-nondegrader,C21H29Cl2N3O3,"Analog ​​135​​ demonstrates moderate ERα stabilization (FA EC50 = 37 μM) but no C-RAF activity. The cyclopentyl group’s optimal size balances hydrophobic contacts without inducing steric clash, though potency lags behind smaller rings.",441.1585971,4,2,29,2.9525,3,6,84.66,NC3CCC(Oc1ccc(Cl)cc1)(C(=O)N2CCC(CNC(=O)CCl)CC2)CC3,"InChI=1S/C21H29Cl2N3O3/c22-13-19(27)25-14-15-7-11-26(12-8-15)20(28)21(9-5-17(24)6-10-21)29-18-3-1-16(23)2-4-18/h1-4,15,17H,5-14,24H2,(H,25,27)",KWPFQQCLIJGRNM-UHFFFAOYSA-N,N-[[1-[4-amino-1-(4-chlorophenoxy)cyclohexanecarbonyl]piperidin-4-yl]methyl]-2-chloroacetamide,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,184,168654868,,covalent
4362,1076394,heterodimerization-nondegrader,C21H30Cl2N4O2,"Piperidine derivative ​​137​​ shows strong ERα stabilization (FA EC50 = 8 μM) and selectivity. The aniline and cyclic amine work synergistically: the former H-bonds with ERα, while the latter engages 14-3-3σ’s polar residues. This dual interaction motif enhances cooperativity.",440.1745816,4,3,29,2.9856,3,6,87.46,NC3CCC(Nc1ccc(Cl)cc1)(C(=O)N2CCC(CNC(=O)CCl)CC2)CC3,"InChI=1S/C21H30Cl2N4O2/c22-13-19(28)25-14-15-7-11-27(12-8-15)20(29)21(9-5-17(24)6-10-21)26-18-3-1-16(23)2-4-18/h1-4,15,17,26H,5-14,24H2,(H,25,28)",SCBXDYBWLTUMQQ-UHFFFAOYSA-N,N-[[1-[4-amino-1-(4-chloroanilino)cyclohexanecarbonyl]piperidin-4-yl]methyl]-2-chloroacetamide,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,184,168654865,,covalent
4363,1076405,heterodimerization-nondegrader,C21H30ClN3O3,"Compound ​​139​​ is inactive, attributed to electronic or steric disruptions from substituents. FA and MS data confirm no significant binding or stabilization, underscoring the fragility of the molecular glue binding mode.",407.1975695,4,2,28,2.2991,3,6,84.66,NC3CCC(Oc1ccccc1)(C(=O)N2CCC(CNC(=O)CCl)CC2)CC3,"InChI=1S/C21H30ClN3O3/c22-14-19(26)24-15-16-8-12-25(13-9-16)20(27)21(10-6-17(23)7-11-21)28-18-4-2-1-3-5-18/h1-5,16-17H,6-15,23H2,(H,24,26)",KYZPVSMGBRSVOQ-UHFFFAOYSA-N,N-[[1-(4-amino-1-phenoxycyclohexanecarbonyl)piperidin-4-yl]methyl]-2-chloroacetamide,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,184,168654856,,covalent
4364,1076400,heterodimerization-nondegrader,C21H31ClN4O2,"Analog ​​141​​ exhibits no stabilization in assays, likely due to warhead instability or poor solubility. Its failure highlights the challenge of optimizing electrophilic groups for cysteine targeting without off-target reactivity.",406.2135539,4,3,28,2.3322,3,6,87.46,NC3CCC(Nc1ccccc1)(C(=O)N2CCC(CNC(=O)CCl)CC2)CC3,"InChI=1S/C21H31ClN4O2/c22-14-19(27)24-15-16-8-12-26(13-9-16)20(28)21(10-6-17(23)7-11-21)25-18-4-2-1-3-5-18/h1-5,16-17,25H,6-15,23H2,(H,24,27)",NYALBDSQLKWEAW-UHFFFAOYSA-N,N-[[1-(4-amino-1-anilinocyclohexanecarbonyl)piperidin-4-yl]methyl]-2-chloroacetamide,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,184,172327512,,covalent
4365,1080267,heterodimerization-nondegrader,C21H29Cl2N3O3,"2C-Linker chloroacetamide ​​148​​ shows weak ERα stabilization (FA EC50 = 92 μM). The extended linker disrupts the H-bond between the amide and Asn42 of 14-3-3σ, observed in crystallography. This loss of interaction explains its reduced potency compared to shorter linkers.",441.1585971,4,2,29,3.2848,3,7,70.67,O=C(CCl)NCCC3CCN(C(=O)C2(Nc1ccc(Cl)cc1)CCOCC2)CC3,"InChI=1S/C21H29Cl2N3O3/c22-15-19(27)24-10-5-16-6-11-26(12-7-16)20(28)21(8-13-29-14-9-21)25-18-3-1-17(23)2-4-18/h1-4,16,25H,5-15H2,(H,24,27)",CERKFXQSEPXGMS-UHFFFAOYSA-N,2-chloro-N-[2-[1-[4-(4-chloroanilino)oxane-4-carbonyl]piperidin-4-yl]ethyl]acetamide,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,184,168654858,,covalent
4366,1075478,heterodimerization-nondegrader,C22H31Cl2N3O3,3C-Linker analogue ​​149​​ restores ERα stabilization (FA EC50 = 4 μM) by forming a new H-bond between the carbonyl and Arg41 of 14-3-3σ.,455.1742472,4,2,30,3.6749,3,8,70.67,O=C(CCl)NCCCC3CCN(C(=O)C2(Nc1ccc(Cl)cc1)CCOCC2)CC3,"InChI=1S/C22H31Cl2N3O3/c23-16-20(28)25-11-1-2-17-7-12-27(13-8-17)21(29)22(9-14-30-15-10-22)26-19-5-3-18(24)4-6-19/h3-6,17,26H,1-2,7-16H2,(H,25,28)",YDOPFLYDYZIKJH-UHFFFAOYSA-N,2-chloro-N-[3-[1-[4-(4-chloroanilino)oxane-4-carbonyl]piperidin-4-yl]propyl]acetamide,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,184,168654854,,covalent
4367,1080293,heterodimerization-nondegrader,C21H30Cl2N4O2,"Vinylsulfonamide ​​151​​ is inactive (FA EC50 > 150 μM), as the warhead’s low electrophilicity prevents efficient covalent binding. MS confirms minimal labeling, highlighting the superiority of chloroacetamides for this target.",440.1745816,4,3,29,2.8578,3,7,73.47,O=C(CCl)NCCC3CCN(C(=O)C2(Nc1ccc(Cl)cc1)CCNCC2)CC3,"InChI=1S/C21H30Cl2N4O2/c22-15-19(28)25-10-5-16-6-13-27(14-7-16)20(29)21(8-11-24-12-9-21)26-18-3-1-17(23)2-4-18/h1-4,16,24,26H,5-15H2,(H,25,28)",WTZAOHLMAJAECI-UHFFFAOYSA-N,2-chloro-N-[2-[1-[4-(4-chloroanilino)piperidine-4-carbonyl]piperidin-4-yl]ethyl]acetamide,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,184,168654876,,covalent
4368,1076392,heterodimerization-nondegrader,C22H32Cl2N4O2,"α-Chloroketone ​​153​​ exhibits moderate ERα stabilization (FA EC50 = 16 μM) but suffers from nonspecific binding. Its reactivity leads to apo binding in MS assays, reducing the cooperative window for PPI stabilization.",454.1902316,4,3,30,3.2479,3,8,73.47,O=C(CCl)NCCCC3CCN(C(=O)C2(Nc1ccc(Cl)cc1)CCNCC2)CC3,"InChI=1S/C22H32Cl2N4O2/c23-16-20(29)26-11-1-2-17-7-14-28(15-8-17)21(30)22(9-12-25-13-10-22)27-19-5-3-18(24)4-6-19/h3-6,17,25,27H,1-2,7-16H2,(H,26,29)",GNMIAQOJACBKRC-UHFFFAOYSA-N,2-chloro-N-[3-[1-[4-(4-chloroanilino)piperidine-4-carbonyl]piperidin-4-yl]propyl]acetamide,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,184,172327499,,covalent
