compound_id,smiles,Score_3D
ZINC_V8_25184,NC(=O)c1cccc(C[C@@H]2CC[NH+](Cc3ccc(-n4ccnc4)cc3)C2)c1,0.44067952
ZINC_V8_15017,CC[C@@H](NS(=O)(=O)c1cnc(Cl)c(C)c1)C(=O)OC,0.44067952
ZINC_V8_16795,Cc1ccccc1[C@H](C)NC(=O)[C@@H](C)N1CCN(Cc2cccnc2)CC1,0.4406795
ZINC_V8_36085,Cc1cnc(NC(=O)Cc2ccc3ccccc3c2)s1,0.4406795
ZINC_V8_37109,CC(=O)c1cc(F)ccc1OCc1cc(-c2ccccc2)no1,0.4406795
ZINC_V8_42014,NS(=O)(=O)c1ccc(CCNC(=O)CCC2=c3ccccc3=[NH+]C2)cc1,0.4406795
ZINC_V8_32502,Cc1nc(NC(=O)/C=C/c2c(Cl)cccc2Cl)sc1C,0.4406795
ZINC_V8_44673,CC(C)C(=O)N1CC[C@@H](NC(=O)c2cccnc2OCC(F)F)C1,0.4406795
ZINC_V8_11267,Cc1cccc2nc(C(=O)OCc3cn4ccccc4c3C#N)cn12,0.4406795
ZINC_V8_31068,Cc1cccc2sc(NC(=O)c3cc(F)c(F)cc3Cl)nc12,0.4406795
ZINC_V8_4120,Cc1ccc(Oc2ncccc2CNC(=O)CCC(=O)N(C)C)cn1,0.4406795
ZINC_V8_9898,COc1cc(OC)c2cc(C(=O)N[C@H](C)C(=O)N=c3[nH]c4ccccc4[nH]3)n(C)c2c1,0.4406795
ZINC_V8_888,Cc1noc(C)c1COc1ccc(C[NH2+]C[C@H]2CCCO2)cc1,0.4406795
ZINC_V8_40352,CSc1cccc(NC(=O)C(=O)NCc2nncn2C2CC2)c1,0.4406795
ZINC_V8_33224,O=C1CN(C(=O)C(=O)Nc2cc(F)ccc2Cl)CCN1,0.4406795
ZINC_V8_11466,C[C@]1(C(=O)Nc2ccc(C#CCO)cc2)CCCO1,0.4406795
ZINC_V8_12089,CCCCOc1cccc(C(=O)NNC(=O)C2CCCCC2)c1,0.4406795
ZINC_V8_16858,COc1ccc2c(c1)CCCN2C(=O)C1CC1,0.4406795
ZINC_V8_2691,Cc1ccc(C(=O)N(C)C)cc1NC(=O)N1CCOC[C@H]1C1CC1,0.44067943
ZINC_V8_25905,Cc1ccc(CCNC(=O)Cn2c(=O)c(=O)n(Cc3ccc(Cl)cc3)c3ccccc32)cc1,0.44067943
ZINC_V8_40248,CNS(=O)(=O)c1ccc([C@H](C)NCCc2cc3ccccc3[nH]2)cc1,0.44067943
ZINC_V8_37635,CC[NH2+][C@@H](c1ccc(Cl)s1)[C@@](C)(CC)N1CCOCC1,0.44067943
ZINC_V8_27402,O=C1CSc2cc(C(=O)N3CCCN(C(=O)Cc4ccccc4)CC3)ccc2N1,0.44067943
ZINC_V8_6331,CC[C@@H]1N=NC2=C1CN(C(=O)CCC(=O)Nc1cc(C)ccn1)CC2,0.44067943
ZINC_V8_29061,Cn1cc(C(=O)N2CCCC[C@@H]2Cc2ccccc2)cn1,0.44067943
ZINC_V8_6839,CCc1ccc(Cl)c(CC)c1NC(=O)c1cc(OC)ccc1OC,0.44067943
ZINC_V8_42711,CCCCC1CCC(C(=O)N2CCN(Cc3ccccc3)CC2)CC1,0.44067943
ZINC_V8_49396,CCCC(=O)Nc1cccc(NC(=O)c2cccc(NC(=O)NC(C)C)c2)c1C,0.44067943
ZINC_V8_43131,O=C(c1ccc(NS(=O)(=O)c2ccccc2)cc1)N1CCc2ccccc2C1,0.44067943
ZINC_V8_8185,Cc1cncc(NC(=O)NC[C@@H](O)c2c(Cl)cccc2Cl)c1,0.44067943
ZINC_V8_26060,CCCn1c(SCC(=O)Nc2ccccc2Br)nc2c1c(=O)n(C)c(=O)n2C,0.44067943
ZINC_V8_24122,CC[NH+](Cc1nc2cc(N)ccc2o1)C1CCCCC1,0.44067943
ZINC_V8_45799,CCc1nn(C)cc1C(=O)N[C@@H](c1nc2ccccc2[nH]1)C(C)C,0.44067943
ZINC_V8_27994,NC(=O)C1CCN(C(=O)[C@H]2CC(c3ccccc3O)=NO2)CC1,0.44067943
ZINC_V8_22751,Cc1cc(C(=O)N2CCN(Cc3ccc4c(c3)OCCO4)CC2)c(C)o1,0.44067943
ZINC_V8_38769,O=C(NCc1ccccc1F)c1csc(C#CCCO)c1,0.44067943
ZINC_V8_5099,COC(=O)c1ccccc1CNc1ccc(N2CCOC2=O)cc1,0.44067943
ZINC_V8_30985,O=C(Nc1ccc2c(c1)OC(F)(F)O2)c1n[nH]c2ccccc12,0.44067943
ZINC_V8_23476,CCNC(=O)N[C@@H]1CCCN(c2ccccc2Cl)C1=O,0.44067943
ZINC_V8_19551,CC(C)n1nccc1NC(=O)NCc1ccc(Cl)cc1,0.44067943
ZINC_V8_33193,CCC[C@@H](O)c1ccn(C[C@H]2CN(CC)CCO2)c1,0.44067943
ZINC_V8_14095,C[C@H](NC(=O)c1cccnc1)c1nc2ccccc2n1[C@H](C)c1ccccc1,0.44067943
ZINC_V8_22558,Cc1cc(C(=O)OCc2ccc(Cl)cc2Cl)c2c(C)nn(C)c2n1,0.44067943
ZINC_V8_36314,COC(C)(C)CNC(=O)N[C@H]1CCCN(c2ccccc2)C1,0.44067943
ZINC_V8_6512,Cn1cnnc1C1CC[NH+](Cc2cc3cc(F)ccc3o2)CC1,0.4406794
ZINC_V8_44934,O[C@@H](c1ccc(Cl)c(F)c1)[C@H]1CCO[C@]2(CCOC2)C1,0.4406794
ZINC_V8_10044,COC(=O)[C@]1(F)CCN(C(=O)[C@@H](C)Oc2cccc(F)c2)C1,0.4406794
ZINC_V8_16131,CC(C)Oc1cccc(C(=O)Nc2nn(C)cc2C#N)n1,0.4406794
ZINC_V8_35001,COC(=O)[C@@H]1CCCCC[C@H]1NC(=O)Cc1c(C)nc2ccccc2c1C,0.4406794
ZINC_V8_44436,C[C@@H]1OCCN(CN2Cc3ccc(F)cc3C2=O)[C@H]1C,0.4406794
ZINC_V8_20076,CCOC(=O)[C@@H]1CCCN(C(=O)c2c(C(C)C)nn(-c3ccc(C)cc3)c2C(C)C)C1,0.4406794
ZINC_V8_14525,C[C@@H](C(=O)N1CCCC1)N1CCN(C(=O)Nc2ccc3c(c2)CCC3)CC1,0.4406794
ZINC_V8_5736,CC[C@H]1C(=O)NCCN1C(=O)[C@@H](C)Oc1cc(Cl)cc(Cl)c1,0.4406794
ZINC_V8_18296,Cn1cc(CN2CCN(c3ccc(Cl)c(Cl)c3)CC2)cn1,0.44067934
ZINC_V8_3308,CCOc1cc(NC(=O)[C@@H]2C=C[C@H]([NH3+])C2)ccc1OC,0.44067934
ZINC_V8_37010,Cc1nc(-c2ccccc2)sc1C(=O)NNC(=O)[C@@H]1CC=CCC1,0.44067934
ZINC_V8_24626,CCCCC[C@@H](C)NC(=O)C(=O)Nc1cc(C)cc2cccnc12,0.44067934
ZINC_V8_10035,COC(=O)c1cccc(NC(=O)c2c(-c3ccccc3)noc2C)c1,0.44067934
ZINC_V8_22559,COc1cccc(CC(=O)N2CCN([C@H]3CCS(=O)(=O)C3)CC2)c1,0.44067934
ZINC_V8_26962,COc1ncccc1C(=O)N1CCN(C[C@H](O)c2cccs2)CC1,0.44067934
ZINC_V8_13155,O=C(CCc1cccs1)NCc1ccnc(-n2cccn2)c1,0.44067934
ZINC_V8_16993,CC1(C)COC(=O)[C@@H]1OC(=O)Cc1cccc2cccnc12,0.44067934
ZINC_V8_23222,C[NH+](C)[C@H]1CCN(c2nc3ccc(Cl)cc3s2)C[C@H]1CCCO,0.44067934
ZINC_V8_34882,CCc1n[nH]c(SCC(=O)NC[C@H]2[NH+]=NC(=O)c3ccccc32)n1,0.44067934
ZINC_V8_1480,Cc1cccc(N2CCN([C@H](c3nnnn3Cc3ccccc3)C(C)C)CC2)c1C,0.44067934
ZINC_V8_22096,CCC(CC)[C@H](CNC(=O)c1ccc2[nH]cnc2c1)N1CCOCC1,0.44067934
ZINC_V8_3940,O=C(Cc1c[nH]c2ccc([N+](=O)[O-])cc12)OCc1nncn1C1CC1,0.44067934
ZINC_V8_22886,COc1cccc(NC(=O)NC[C@](C)(O)c2ccc3c(c2)OCO3)c1,0.44067934
ZINC_V8_15543,CC[C@@H](C)[C@@](C)(O)CNC(=O)NC[C@@H]1CN2CCCC[C@@H]2CO1,0.44067934
ZINC_V8_37702,N#Cc1csc(CNc2ccc(-n3cccn3)nc2)c1,0.44067934
ZINC_V8_10783,C[C@H](C(=O)NCCOc1cccnc1)c1ccc2c(c1)OCCO2,0.44067934
ZINC_V8_44816,COc1ccccc1CC(=O)NNC(=O)N[C@H](C)C[NH+]1C[C@@H](C)C[C@H](C)C1,0.44067934
ZINC_V8_39144,CC(C)(C)OC(=O)N1CCC[C@@H](Nc2[nH]c3ccccc3[nH+]2)C1,0.44067934
ZINC_V8_23100,COc1cc(C)c(S(=O)(=O)N[C@@H](C#N)c2ccccc2F)cc1OC,0.44067934
ZINC_V8_48385,O=C(Nc1ccc([C@@H]2SCC(=O)N2c2ccccc2F)cc1)C1CC1,0.44067934
ZINC_V8_17471,CO[C@@H](CNC(=O)CCC1CCN(C(C)=O)CC1)c1ccc(F)cc1,0.44067934
ZINC_V8_28397,CCNC(=O)c1cccc(CNS(=O)(=O)c2c(C)c(C)cc(C)c2C)c1,0.44067934
ZINC_V8_45215,O=C1C[C@@H](N2CCC3(CC2)OCCO3)C(=O)N1c1ccccc1Cl,0.44067928
ZINC_V8_24268,CCOc1ccccc1NC(=O)c1c(Cl)cnn1C,0.44067928
ZINC_V8_17031,CCC1(CNC(=O)NC2CCN(c3cccc(C)[nH+]3)CC2)CC1,0.44067928
ZINC_V8_20241,CC(C)N1CC[C@@H](Nc2ccccc2OC2CCCC2)C1=O,0.44067928
ZINC_V8_41607,O=C(CSc1n[nH]c(N/N=C/c2cccc3ccccc23)n1)Nc1cccc(Br)c1,0.44067928
ZINC_V8_47064,N#C[C@@H](C(=O)Nc1ccc(Cl)c(Cl)c1)c1nnc2n1CCCCC2,0.44067928
ZINC_V8_39305,CC[NH+](CC(=O)N(C)Cc1ccc(Cl)s1)[C@H](C)c1ccc(C#N)cc1,0.44067928
ZINC_V8_42564,N#Cc1cccc(CS(=O)(=O)N2CCC(OC[C@@H]3CCCO3)CC2)c1,0.44067928
ZINC_V8_16741,COc1ccc(CC(=O)NNC(=O)c2oc3ccccc3c2C)cc1OC,0.44067928
ZINC_V8_18171,O=C(NCCc1cccs1)c1cc2cccc([N+](=O)[O-])c2[nH]1,0.44067928
ZINC_V8_45943,O=C(Cc1cc2ccccc2[nH]c1=O)N1CCC[C@H]1CCc1ccccc1,0.44067928
ZINC_V8_7098,CN(CC[C@H]1CCCCO1)C(=O)[C@H]1C=C(Cn2ccc3ccccc32)N=N1,0.44067928
ZINC_V8_33911,Cc1ccc(S(=O)(=O)[N-]c2ccc(S(=O)(=O)N(C)C3CCCCC3)cc2)cc1F,0.44067925
ZINC_V8_953,COCCN1C(=O)CC[C@@H]2C[NH+](Cc3cc(C)ccc3C)CC[C@@H]21,0.44067925
ZINC_V8_36525,CCOC(=O)N1CCN(C(=O)CNC(=O)Cn2cnc3sc(C)c(C)c3c2=O)CC1,0.44067925
ZINC_V8_29411,COc1cccc(CN(C)S(=O)(=O)c2ccc(C(C)C)cc2)c1,0.44067925
ZINC_V8_26457,Cc1ccccc1[C@@H]1CCN(C(=O)c2ccc(C#N)cc2)C1,0.44067925
ZINC_V8_11865,COCCN1C(=O)c2ccccc2N[C@@H]1c1ccc(C(F)(F)F)cc1,0.44067925
ZINC_V8_16428,CC(C)(C)n1nccc1NC(=O)C(=O)N[C@@H]1CCCCC[C@@H]1CO,0.44067925
ZINC_V8_47286,CCN(C[C@@H](C)C#N)C(=O)c1cnc2sc(C)cn2c1=O,0.44067925
ZINC_V8_39509,C[C@@H](NC(=O)c1ccc(NS(=O)(=O)c2ccc3[nH]c(=O)[nH]c3c2)cc1)c1ccc2c(c1)OCCO2,0.44067925
ZINC_V8_15500,Cn1nnnc1-c1cccc(NC(=O)c2ccccc2Br)c1,0.44067925
ZINC_V8_10220,COCCn1c([O-])c(C(=O)COc2c(C)cccc2C)c(C)c(C#N)c1=O,0.44067925
ZINC_V8_39409,CCOCCCNC(=O)Nc1ccc(C(N)=O)c(C)c1,0.44067925
ZINC_V8_28631,CCN(Cc1ccccc1C)C(=O)NCCn1c(C)nc2ccccc21,0.44067925
ZINC_V8_31712,Cc1ccc(C)c(C[NH+]2CCc3nnc(CNC(=O)Cc4ccccc4)n3CC2)c1,0.44067925
ZINC_V8_1770,O=C(CSc1nnc(-c2ccco2)n1-c1ccccc1)c1c[nH]c2ccccc12,0.44067925
ZINC_V8_31279,Cc1c(C(=O)N(C)CCc2ccccn2)oc2c(Cl)cccc12,0.44067925
ZINC_V8_487,COc1ccccc1[C@@H](C)NC(=O)c1cnc2c(C)cccn2c1=O,0.44067925
ZINC_V8_16962,C[C@H]1C[C@@H]1NC(=O)N1CCN(c2ccc(Cl)cn2)CC1,0.44067925
ZINC_V8_30590,CN([C@@H]1CCc2ccccc21)S(=O)(=O)c1ccc([N+](=O)[O-])cc1F,0.44067925
ZINC_V8_9212,O=C(Oc1ccc(Cl)c(Cl)c1)[C@@H]1CCCN1C(=O)c1ccco1,0.44067925
ZINC_V8_35491,Cc1coc2c1c(C)cc1oc(=O)c(CC(=O)N[C@@H]3CS(=O)(=O)C[C@@H]3O)c(C)c12,0.44067925
ZINC_V8_3371,Cc1cccc(C(=O)N2CCC(Oc3cccnc3)CC2)c1,0.44067925
ZINC_V8_44606,CC(C)c1ccc(OCc2nc(-c3ccc(C#N)cn3)no2)cc1,0.44067925
ZINC_V8_29205,C[NH2+][C@@H]1c2cc(OC)ccc2C[C@H]1Sc1n[nH]c(=O)n1C,0.44067925
ZINC_V8_20947,CCO[C@H]1COC[C@@H]1NC(=O)COc1ccc(Cl)cc1Cl,0.44067925
ZINC_V8_12361,O=C(NCCc1cccc([N+](=O)[O-])c1)c1cc2occc2[nH]1,0.44067925
ZINC_V8_7692,CC1=N[C@@H](C(=O)N2CCC(CC(=O)NCc3ccco3)CC2)C(C)=C1C,0.44067925
ZINC_V8_16099,O=C(NC1CC1)c1cccc(NCc2ccc(Cl)o2)c1,0.4406792
ZINC_V8_23525,CCCCc1nnc(NC(=O)NCC(=O)Nc2cccc(F)c2)s1,0.4406792
ZINC_V8_29795,O=C1N=C([O-])/C(=C/NN2CCCC[C@H]2c2cccnc2)C(=O)N1C1CCCCC1,0.4406792
ZINC_V8_49141,C[C@H]1OCC[C@@H]1N[C@H](c1cccnc1)c1cccc(C(F)(F)F)c1,0.4406792
ZINC_V8_14145,C[C@H](NC(=O)[C@@H](C)n1cccn1)c1c(F)cccc1Cl,0.4406792
ZINC_V8_37933,C[C@@H](NC(=O)c1ccccc1N(C)C(=O)c1ccco1)[C@@H]1CCCO1,0.4406792
ZINC_V8_25459,COC(=O)c1cc(=O)[n+](Cc2cccs2)c(NCc2cccs2)s1,0.4406792
ZINC_V8_27728,CNC(=O)CCNS(=O)(=O)c1cccc(Cl)c1,0.4406792
ZINC_V8_22496,Cn1ccnc1CN1CCCN(C(=O)c2cccs2)CC1,0.4406792
ZINC_V8_1499,CC(C)(C)OC(=O)N1CC[C@H]([S@@](=O)c2cccc(Cl)c2Cl)C1,0.4406792
ZINC_V8_18538,COc1ccccc1[C@H]1Nc2c(C)ccc([N+](=O)[O-])c2[C@@H]2C=CC[C@@H]12,0.4406792
ZINC_V8_5219,CC[C@@H](C)NC(=O)C(=O)Nc1cccc(C#Cc2cccc(C(=O)OC)c2)c1,0.4406792
ZINC_V8_37073,O=C(C[NH+]1CCN(Cc2ccc(Br)s2)CC1)NCc1ccccc1Cl,0.4406792
ZINC_V8_43197,C[C@@H](C(=O)NNC(=O)c1ccc(Cl)cc1)n1nnc(N2CCOCC2)n1,0.44067916
ZINC_V8_31452,CC(=O)Cc1nsc(NC(=O)C(C)(C)Oc2ccc(Cl)cc2)n1,0.44067916
ZINC_V8_28715,Cc1cc(C(=O)NCC2([NH+](C)C)CCOCC2)c(N)c([N+](=O)[O-])c1,0.44067916
ZINC_V8_32415,O=C1/C(=C/Nc2ccc(N3CCOCC3)cc2)c2ccccc2C(=O)N1c1ccccn1,0.44067916
ZINC_V8_25902,CC(C)(C)c1ccc(C(=O)NCC(=O)N2CCC[C@@H](O)C2)cc1,0.44067916
ZINC_V8_1393,C/[NH+]=C(/NCc1cc(C)on1)NCc1ccccc1-n1ccnc1,0.44067916
ZINC_V8_22216,C[C@H]1C[C@@H]1NC(=O)C(=O)Nc1cccc(Oc2ccc(C#N)cc2)c1,0.44067916
ZINC_V8_31978,O=C(CCc1c(-c2ccc(F)cc2)[nH]c2ccccc12)NC1=NCCS1,0.44067916
ZINC_V8_32798,COCc1cc(NC(=O)N[C@@H](C)c2ccc(C)s2)ncn1,0.44067916
ZINC_V8_5856,Cc1[nH]nc(C(=O)N2CCC[C@@H](C[NH+]3CCN(c4ccccn4)CC3)C2)c1[N+](=O)[O-],0.44067916
ZINC_V8_40202,CN(C(=O)CCCn1c(=O)[nH]c2ccccc2c1=O)[C@@H]1CCS(=O)(=O)C1,0.44067916
ZINC_V8_43394,Cc1cc(/C=C2/C(=O)NC(=S)N=C2[O-])c(C)n1-c1cccc(C(=O)[O-])c1,0.44067916
ZINC_V8_24489,COc1cc(C[NH+]2CC[C@@H](NC(=O)c3ccccc3C#N)C2)cc(OC)c1,0.44067916
ZINC_V8_2490,COc1ccc(C(=O)N[C@H]2CCCC[C@H]2C(C)(C)C)cc1OC,0.44067916
ZINC_V8_27741,O=C1CCC[C@H](Oc2ccc(F)c(Cl)c2)C1,0.44067916
ZINC_V8_3778,CN(C)c1ccc(CN2CCC[C@H](CN3CCOCC3)C2)cc1,0.44067916
ZINC_V8_27027,COc1ccc2o/c(=[NH+]\c3ccccc3)c(C(=O)NC(C)=O)cc2c1,0.44067916
ZINC_V8_43161,COc1c(F)cc(NC(=O)NCc2ccccc2Cl)cc1F,0.44067916
ZINC_V8_39248,COc1ccccc1NC(=S)NCCc1cc2c(C)ccc(C)c2[nH]c1=O,0.44067916
ZINC_V8_1268,CCOc1ccccc1-c1cccc(C(=O)N(C)CCC(F)(F)F)c1,0.44067916
ZINC_V8_162,Cc1cc2n(C[C@H](O)CO[C@H](c3ccccc3)c3ccccc3C)c(=O)c3ccccc3n2n1,0.44067916
ZINC_V8_5494,Cc1ccc(N2C[C@@H](C(=O)OCc3nc(C)no3)CC2=O)cc1,0.44067916
ZINC_V8_5064,COC[C@@H](O)CN(C)C(=O)c1nc(C2CC2)n2ccccc12,0.44067916
ZINC_V8_25283,Cc1n[nH]c(C)c1NC(=O)CN1CCN(c2cc(Cl)ncn2)CC1,0.44067916
ZINC_V8_40074,CC(=O)c1cccc(NC(=O)CCc2nnc(-c3cc(C)nn3C)o2)c1,0.44067916
ZINC_V8_43932,CCOc1ccc([C@H]2[C@H](n3cnnn3)C(=O)N2Cc2ccc(C)cc2)cc1,0.44067916
ZINC_V8_36678,CN(Cc1cccc(Cl)c1)C(=O)NCC(=O)NCc1ccco1,0.44067916
ZINC_V8_5166,CC(=O)Nc1ccc(C)cc1NC(=O)CCNC(=O)C1CCCCC1,0.44067916
ZINC_V8_16349,Cc1ccc(-n2cnnn2)cc1NC(=O)NCc1nnc2n1CCC2,0.44067916
ZINC_V8_39086,Brc1ccc(N2CC[C@@H](CNc3cccc[nH+]3)C2)cc1,0.44067916
ZINC_V8_46530,Cc1ccc([C@H]2CCCN2C(=O)CCSc2ccccn2)cc1C,0.44067916
ZINC_V8_27760,Cc1cccc(C)c1NC(=O)CN1CCN(C(=O)c2ccc3ncsc3c2)CC1,0.4406791
ZINC_V8_6784,CS(=O)(=O)CCCC(=O)NC[C@@H]1C[C@]12CCc1ccccc12,0.4406791
ZINC_V8_33273,FC(F)(F)c1cccc(CN/C(=N\c2ccccc2)NC2CC2)c1,0.4406791
ZINC_V8_26730,Cc1ncc(CN(C)C(=O)c2ccc(-c3ccco3)[nH]c2=O)s1,0.4406791
ZINC_V8_3902,O=C([C@@H]1CCOc2ccccc21)N1CCCCC[C@@H]1c1ccco1,0.4406791
ZINC_V8_31434,C[C@H](CNS(=O)(=O)c1ccc([N+](=O)[O-])cc1Cl)c1ccsc1,0.4406791
ZINC_V8_45510,COc1ccc(F)cc1NC(=O)NC[C@](C)(O)c1cc(C)oc1C,0.4406791
ZINC_V8_2750,CCc1n[nH]c(=O)c(C(=O)Nc2ccc3c(c2)COC3)c1CC,0.4406791
ZINC_V8_3710,CCC[C@@H]1CN(C(=O)[C@@H]2CCCN2C(=O)c2cccs2)CCO1,0.4406791
ZINC_V8_12347,Cn1cc([C@H](CNC(=O)CN2C(=O)CCC2=O)[NH+](C)C)c2ccccc21,0.4406791
ZINC_V8_5918,Cc1cc(C[C@H](C)NC(=O)N[C@@H]2CC[C@H]([NH+](C)C)C2)n[nH]1,0.4406791
ZINC_V8_23552,CCc1ccccc1NC(=O)C(=O)NCCCN1CCOCC1,0.4406791
ZINC_V8_21133,COc1cc(OC)c(NCC(=O)Nc2cc(C)nn2C)cc1F,0.44067907
ZINC_V8_6230,CCOC(=O)[C@H]1C(=O)C=C(c2ccc(C)cc2)C[C@H]1c1cccc(F)c1,0.44067907
ZINC_V8_4948,Cc1ccc(S(=O)(=O)NCCC(=O)Nc2ccc(F)cc2C)cc1C,0.44067907
ZINC_V8_18616,Cc1nn(-c2ccccc2)c(-n2cccc2)c1C(=O)N[C@H](C)CCc1ccccc1,0.44067907
ZINC_V8_29202,Cc1cc(C)nc(-n2nc(C)c(CC(=O)Nc3ccc([N+](=O)[O-])cc3)c2C)n1,0.44067907
ZINC_V8_12422,O=C(Cc1ccccc1)OCCN1CCN(C(=O)c2ccccc2O)CC1,0.44067907
ZINC_V8_1248,Cc1ccoc1C(=O)NCc1nc(-c2ccccc2)n[nH]1,0.44067907
ZINC_V8_43735,COC(=O)c1cnc(N(C(=O)Cc2ccc(F)cc2F)C2CC2)s1,0.44067907
ZINC_V8_46550,COc1ccc(CNC(=O)[C@@H]2CC(=O)N(C(C)(C)C)C2)cc1,0.44067907
ZINC_V8_10260,O=C(c1cc(N2CCC[C@H](CO)C2)ccc1[N+](=O)[O-])N1CCCC1,0.44067907
ZINC_V8_29759,CCOC(=O)[C@H]1CC[C@H](NC(=O)N2CCC(OCc3ccccc3C)CC2)C1,0.44067907
ZINC_V8_21285,Cn1ccnc1-c1cn(Cc2ccc(S(N)(=O)=O)cc2)nn1,0.44067907
ZINC_V8_2209,C[C@@H]1CCN(C(=O)Cc2cc(Cl)ccc2Br)C[C@@H]1O,0.44067907
ZINC_V8_17820,CC(C)[NH+]1CCC(C(=O)NC[C@H](O)c2cccc(C(F)(F)F)c2)CC1,0.44067907
ZINC_V8_46224,Cn1cc(C[C@H]2CC[NH+](Cc3cccc(Cl)c3Cl)C2)cn1,0.44067907
ZINC_V8_39276,Cc1cccc2c1N(C(=O)c1cnn3cc(Br)cnc13)CC2,0.44067907
ZINC_V8_257,CCn1ccnc(N2CCCC[C@@H](N3CC[NH+](C)CC3)C2)c1=O,0.44067907
ZINC_V8_37696,Cc1cccc(COC(=O)Cn2c(=O)sc3cccc(Cl)c32)c1,0.44067907
ZINC_V8_12242,O=C(CNC(=O)C1CCCC1)Nc1nc(C[NH+]2CCCCCC2)cs1,0.44067907
ZINC_V8_33436,Cc1c(Cl)cccc1NC(=O)[C@H](CC(C)C)N1C(=O)[C@H]2CC=CC[C@H]2C1=O,0.44067907
ZINC_V8_9669,O=C1CC[C@]2(CCOC2)CN1C1CC[NH+](Cc2cccnc2)CC1,0.44067907
ZINC_V8_35803,CNC(=O)CC1CCN(C(=O)c2cn(Cc3ccccc3)nn2)CC1,0.44067907
ZINC_V8_6074,CCCCN1C(=O)S[C@H](Nc2cccc(C(F)(F)F)c2)C1=O,0.440679
ZINC_V8_33749,COc1cc(F)cc(NC(=O)Nc2cnn(CC[NH+]3CCCCC3)c2)c1,0.440679
ZINC_V8_5020,Cc1cc(O)c(C[NH+]2C[C@@H](C)C[C@H](C)C2)c2c1C(=O)/C(=C\c1ccccc1)O2,0.440679
ZINC_V8_14396,CC(C)[C@@H]([NH2+][C@H]1CCc2cc(Cl)ccc21)c1nc(-c2nc[nH]n2)no1,0.440679
ZINC_V8_21374,CCN(CC)S(=O)(=O)c1ccc(Nc2ccc3c(c2)OCCCO3)c([N+](=O)[O-])c1,0.440679
ZINC_V8_2465,CCn1c(SCC(=O)c2ccc(OC)cc2)nc2ccccc21,0.440679
ZINC_V8_25251,Cc1ccc(OC(F)F)c(CN2CCN(c3nc(C)ns3)CC2)c1,0.440679
ZINC_V8_39601,CSc1nccn1-c1ccc(C(=O)Nc2ncc(Cl)s2)cc1,0.440679
ZINC_V8_47730,N#C/C(=C/c1ccc(-c2ccc(Cl)c(Cl)c2)o1)[C@@H]1NN=C(N)[C@@H]1C#N,0.440679
ZINC_V8_41580,CCOC(=O)[C@H]1[C@H](c2ccc(Br)cc2)NC(=O)N(C)[C@]1(O)C(F)(F)F,0.440679
ZINC_V8_41486,Cc1nn2c(C)c(C(=O)N[C@H](C)c3ccccc3)cnc2c1-c1ccccc1,0.440679
ZINC_V8_7291,C[C@@H](CC(=O)NNc1ccc(S(=O)(=O)N2CCN(C)CC2)cc1)C(C)(C)C,0.44067898
ZINC_V8_22546,Cc1ccnc(-n2nc(-c3ccccc3)nc2C2(C(N)=O)CC2)c1,0.44067898
ZINC_V8_33255,Cc1cc(NC(=O)c2cccc(CC#N)c2)c(C(N)=O)cc1F,0.44067898
ZINC_V8_18635,Cc1nnc(Sc2c(-c3ccccc3)c3cc(Cl)ccc3[nH]c2=O)s1,0.44067898
ZINC_V8_38344,O=C(NCC1(c2cccs2)CCCC1)c1ccc(F)c(F)c1,0.44067898
ZINC_V8_17383,COc1ccc(NC(=O)C(=O)N/N=C/c2ccc([N+](=O)[O-])cc2)cc1Cl,0.44067898
ZINC_V8_13932,O=C(C[NH+]1CCCC1)NCCn1ncc(-c2ccncc2)c1C1CC1,0.44067898
ZINC_V8_28805,COC(=O)c1cccc(N2CCC[C@H](c3ccccc3)CC2)n1,0.44067898
ZINC_V8_46041,CC(=O)N1CCc2cc(NC(=O)c3coc(Br)c3)ccc21,0.44067898
ZINC_V8_1786,C[C@@H](CS(C)(=O)=O)NC(=O)N(C)Cc1ccc(Cl)c(F)c1,0.44067898
ZINC_V8_39561,Cc1cc(C)c(NC(=O)c2cc(S(=O)(=O)N3CCOCC3)ccc2C)c(C)c1,0.44067898
ZINC_V8_16864,C[C@H]1CN(c2ccc(NC(=O)N(C)[C@@H](C)CC#N)cc2)C[C@H](C)O1,0.44067898
ZINC_V8_32926,Cc1cccc(CN2CCN(CC(=O)N3CCC(C)CC3)C(=O)C2=O)c1,0.44067898
ZINC_V8_23743,Cc1cccc(OCCCOc2ccc(/C=C3/SC(=S)NC3=O)cc2)c1,0.44067898
ZINC_V8_36222,C=CCn1c(SCc2ccc(F)cc2)nnc1-c1ccccc1OC,0.44067898
ZINC_V8_46891,COc1cc(/C=C2\SC(=S)N(NC(=O)c3ccc(O)cc3)C2=O)cc(OC)c1O,0.44067898
ZINC_V8_46954,COc1c(F)cc(NC(=O)c2cccc(NC(=O)[C@@H]3C[C@H]3C)c2)cc1F,0.44067898
ZINC_V8_15383,CC[C@@H](OC(=O)c1cccc(NC(C)=O)c1)C(=O)Nc1cc(C)on1,0.44067898
ZINC_V8_15604,Cc1ccc(NC(=O)N[C@@H](C)C(=O)N2CCOCC2)cc1C(F)(F)F,0.44067898
ZINC_V8_44677,N#Cc1ccc(/C=C/CN2CCO[C@H](c3ccsc3)C2)cc1,0.44067898
